avg_score	original_tax_id	orig_organism	pref_name	chembl_id	mechanism_of_action	max_phase	first_approval
509.7000000000000000	9606	Homo sapiens	ACALISIB	CHEMBL3545397	PI3-kinase p110-delta subunit inhibitor	2	
212.0333333333333333	9606	Homo sapiens	ACARBOSE	CHEMBL1566	Maltase-glucoamylase inhibitor	4	1995
248.8000000000000000	9606	Homo sapiens	ACECLOFENAC	CHEMBL93645	Cyclooxygenase-2 inhibitor	4	
374.4000000000000000	9606	Homo sapiens	ACENOCOUMAROL	CHEMBL397420	Vitamin k epoxide reductase complex subunit 1 isoform 1 inhibitor	4	
205.8000000000000000	9606	Homo sapiens	ACETAMINOPHEN	CHEMBL112	Anandamide amidohydrolase inhibitor	4	1968
215.5937500000000000	9606	Homo sapiens	ACETAZOLAMIDE	CHEMBL20	Carbonic anhydrase II inhibitor	4	1953
250.1940476190476190	9606	Homo sapiens	ACETAZOLAMIDE	CHEMBL20	Carbonic anhydrase I inhibitor	4	1953
215.5937500000000000	9606	Homo sapiens	ACETAZOLAMIDE SODIUM	CHEMBL1200814	Carbonic anhydrase II inhibitor	4	1990
250.1940476190476190	9606	Homo sapiens	ACETAZOLAMIDE SODIUM	CHEMBL1200814	Carbonic anhydrase I inhibitor	4	1990
463.7500000000000000	9606	Homo sapiens	ACETOPHENAZINE MALEATE	CHEMBL2360079	Dopamine D2 receptor antagonist	4	1961
494.9000000000000000	9606	Homo sapiens	ACRIVASTINE	CHEMBL1224	Histamine H1 receptor antagonist	4	1994
511.6714285714285714	9606	Homo sapiens	ACUMAPIMOD	CHEMBL3545226	MAP kinase p38 alpha inhibitor	2	
826.3333333333333333	11676	Human immunodeficiency virus 1	AD-159	CHEMBL2109444	Envelope glycoprotein gp160 inhibitor	2	
308.1000000000000000	9606	Homo sapiens	ADALIMUMAB	CHEMBL1201580	TNF-alpha inhibitor	4	2002
598.9500000000000000	9606	Homo sapiens	ADAPALENE	CHEMBL1265	Retinoic acid receptor agonist	4	1996
225.5000000000000000	10407	Hepatitis B virus	ADEFOVIR DIPIVOXIL	CHEMBL922	DNA polymerase/reverse transcriptase inhibitor	4	2002
673.9400000000000000	9606	Homo sapiens	AEE-788	CHEMBL587723	Epidermal growth factor receptor erbB1 inhibitor	2	
231.3809523809523810	9606	Homo sapiens	AEE-788	CHEMBL587723	Receptor protein-tyrosine kinase erbB-2 inhibitor	2	
211.6000000000000000	9606	Homo sapiens	AEE-788	CHEMBL587723	Vascular endothelial growth factor receptor 1 inhibitor	2	
226.3812500000000000	9606	Homo sapiens	AEE-788	CHEMBL587723	Vascular endothelial growth factor receptor 2 inhibitor	2	
221.1614285714285714	9606	Homo sapiens	AFACIFENACIN	CHEMBL3545165	Sodium channel protein type X alpha subunit blocker	2	
673.9400000000000000	9606	Homo sapiens	AFATINIB DIMALEATE	CHEMBL2105712	Epidermal growth factor receptor erbB1 inhibitor	4	2013
231.3809523809523810	9606	Homo sapiens	AFATINIB DIMALEATE	CHEMBL2105712	Receptor protein-tyrosine kinase erbB-2 inhibitor	4	2013
180.1000000000000000	9606	Homo sapiens	AFEGOSTAT TARTRATE	CHEMBL2105671	Beta-glucocerebrosidase stabiliser	2	
308.1000000000000000	9606	Homo sapiens	AFELIMOMAB	CHEMBL2108887	TNF-alpha inhibitor	0	
189.2000000000000000	9606	Homo sapiens	AFIMOXIFENE	CHEMBL10041	Estrogen-related receptor gamma antagonist	2	
204.2392857142857143	9606	Homo sapiens	AFLIBERCEPT	CHEMBL1742982	Vascular endothelial growth factor A inhibitor	4	2011
244.1000000000000000	9606	Homo sapiens	AG-24322	CHEMBL3545420	Cyclin-dependent kinase 1 inhibitor	1	
194.9000000000000000	9606	Homo sapiens	AG-24322	CHEMBL3545420	Cyclin-dependent kinase 4 inhibitor	1	
174.9000000000000000	9606	Homo sapiens	AGOMELATINE	CHEMBL10878	Serotonin 2c (5-HT2c) receptor antagonist	4	
186.4000000000000000	9606	Homo sapiens	AKN-028	CHEMBL3545281	Tyrosine-protein kinase receptor FLT3 inhibitor	2	
226.3812500000000000	9606	Homo sapiens	ALACIZUMAB PEGOL	CHEMBL1742983	Vascular endothelial growth factor receptor 2 antagonist	2	
232.4257575757575758	2	Bacteria	ALATROFLOXACIN MESYLATE	CHEMBL1200498	Topoisomerase IV inhibitor	4	1997
329.4000000000000000	9606	Homo sapiens	ALBUTEROL	CHEMBL714	Beta-2 adrenergic receptor agonist	4	1981
329.4000000000000000	9606	Homo sapiens	ALBUTEROL SULFATE	CHEMBL1201026	Beta-2 adrenergic receptor agonist	4	1982
494.9000000000000000	9606	Homo sapiens	ALCAFTADINE	CHEMBL1201747	Histamine H1 receptor antagonist	4	2010
231.3000000000000000	9606	Homo sapiens	ALCLOFENAC	CHEMBL94081	Cyclooxygenase-1 inhibitor	4	
207.4871794871794872	9606	Homo sapiens	ALCURONIUM	CHEMBL1180293	Muscarinic acetylcholine receptor M2 positive allosteric modulator	4	
304.5769230769230769	9606	Homo sapiens	ALECTINIB HYDROCHLORIDE	CHEMBL3707320	Tyrosine-protein kinase receptor RET inhibitor	4	2015
307.5000000000000000	9606	Homo sapiens	ALEFACEPT	CHEMBL1201571	T-cell surface antigen CD2 inhibitor	4	2003
180.1000000000000000	9606	Homo sapiens	ALEGLITAZAR	CHEMBL519504	Peroxisome proliferator-activated receptor alpha agonist	3	
426.7000000000000000	9606	Homo sapiens	ALEGLITAZAR	CHEMBL519504	Peroxisome proliferator-activated receptor gamma agonist	3	
624.0000000000000000	9606	Homo sapiens	ALIROCUMAB	CHEMBL2109540	Subtilisin/kexin type 9 inhibitor	4	2015
673.9400000000000000	9606	Homo sapiens	ALLITINIB	CHEMBL3545244	Epidermal growth factor receptor erbB1 inhibitor	1	
231.3809523809523810	9606	Homo sapiens	ALLITINIB	CHEMBL3545244	Receptor protein-tyrosine kinase erbB-2 inhibitor	1	
458.0500000000000000	9606	Homo sapiens	ALLOPURINOL	CHEMBL1467	Xanthine dehydrogenase inhibitor	4	1966
458.0500000000000000	9606	Homo sapiens	ALLOPURINOL SODIUM	CHEMBL1200477	Xanthine dehydrogenase inhibitor	4	1996
591.8000000000000000	9606	Homo sapiens	ALLYLESTRENOL	CHEMBL2105618	Progesterone receptor agonist	4	
240.6560606060606061	9606	Homo sapiens	ALMOTRIPTAN MALATE	CHEMBL1200521	Serotonin 1b (5-HT1b) receptor agonist	4	2001
515.4979166666666667	9606	Homo sapiens	ALMOTRIPTAN MALATE	CHEMBL1200521	Serotonin 1d (5-HT1d) receptor agonist	4	2001
198.0000000000000000	9606	Homo sapiens	ALMOTRIPTAN MALATE	CHEMBL1200521	Serotonin 1f (5-HT1f) receptor agonist	4	2001
211.6500000000000000	9606	Homo sapiens	ALOSETRON HYDROCHLORIDE	CHEMBL1200885	Serotonin 3a (5-HT3a) receptor antagonist	4	2000
185.6000000000000000	9606	Homo sapiens	ALPROSTADIL	CHEMBL495	Prostanoid EP1 receptor agonist	4	1981
200.9916666666666667	9606	Homo sapiens	ALPROSTADIL	CHEMBL495	Prostanoid EP2 receptor agonist	4	1981
318.6166666666666667	9606	Homo sapiens	ALSEROXYLON	CHEMBL1201454	Adrenergic receptor alpha antagonist	4	1982
479.5666666666666667	9606	Homo sapiens	ALTINICLINE	CHEMBL111659	Neuronal acetylcholine receptor; alpha4/beta2 agonist	0	
226.3812500000000000	9606	Homo sapiens	ALTIRATINIB	CHEMBL3545365	Vascular endothelial growth factor receptor 2 inhibitor	1	
173.3000000000000000	9606	Homo sapiens	ALVERINE	CHEMBL253371	Hepatocyte nuclear factor 4-alpha activator	4	
244.1000000000000000	9606	Homo sapiens	ALVOCIDIB	CHEMBL428690	Cyclin-dependent kinase 1 inhibitor	3	
194.9000000000000000	9606	Homo sapiens	ALVOCIDIB	CHEMBL428690	Cyclin-dependent kinase 4 inhibitor	3	
218.4600000000000000	9606	Homo sapiens	ALVOCIDIB	CHEMBL428690	Cyclin-dependent kinase 6 inhibitor	3	
302.5000000000000000	9606	Homo sapiens	ALVOCIDIB	CHEMBL428690	Cyclin-dependent kinase 7 inhibitor	3	
385.7375000000000000	9606	Homo sapiens	AMA0076	CHEMBL3545073	Rho-associated protein kinase inhibitor	2	
231.0960784313725490	9606	Homo sapiens	AMBENONIUM CHLORIDE	CHEMBL1200541	Acetylcholinesterase inhibitor	4	1956
496.0000000000000000	2	Bacteria	AMDINOCILLIN	CHEMBL530	Bacterial penicillin-binding protein 2 inhibitor	4	1984
213.4333333333333333	9606	Homo sapiens	AME-133V	CHEMBL2109346	Integrin beta-2 inhibitor	2	
451.2500000000000000	9606	Homo sapiens	AMG-191	CHEMBL2109325	Stem cell growth factor receptor inhibitor	1	
509.7000000000000000	9606	Homo sapiens	AMG-319	CHEMBL3545048	PI3-kinase p110-delta subunit inhibitor	2	
511.6714285714285714	9606	Homo sapiens	AMG-548	CHEMBL585902	MAP kinase p38 alpha inhibitor	1	
211.8000000000000000	9606	Homo sapiens	AMG-888	CHEMBL2109396	Receptor tyrosine-protein kinase erbB-3 inhibitor	2	
246.2701149425287356	2	Bacteria	AMIKACIN SULFATE	CHEMBL1164318	Bacterial 70S ribosome inhibitor	4	1981
243.9984126984126984	9606	Homo sapiens	AMINOCAPROIC ACID	CHEMBL1046	Tissue-type plasminogen activator inhibitor	4	1964
258.3000000000000000	9606	Homo sapiens	AMINOGLUTETHIMIDE	CHEMBL488	Cytochrome P450 11A1 inhibitor	4	1980
434.1000000000000000	1773	Mycobacterium tuberculosis	AMINOSALICYLIC ACID	CHEMBL1169	Dihydrofolate reductase inhibitor	4	1950
189.3625000000000000	9606	Homo sapiens	AMISELIMOD HYDROCHLORIDE	CHEMBL3707374	Sphingosine 1-phosphate receptor modulator	2	
359.5666666666666667	9606	Homo sapiens	AMISULPRIDE	CHEMBL243712	Serotonin (5-HT) receptor antagonist	4	
399.1500000000000000	9606	Homo sapiens	AMITRIPTYLINE HYDROCHLORIDE	CHEMBL1200964	Norepinephrine transporter inhibitor	4	1961
224.5553846153846154	9606	Homo sapiens	AMITRIPTYLINE HYDROCHLORIDE	CHEMBL1200964	Serotonin transporter inhibitor	4	1961
384.9750000000000000	9606	Homo sapiens	AMOXAPINE	CHEMBL1113	Dopamine receptor antagonist	4	1980
399.1500000000000000	9606	Homo sapiens	AMOXAPINE	CHEMBL1113	Norepinephrine transporter inhibitor	4	1980
224.5553846153846154	9606	Homo sapiens	AMOXAPINE	CHEMBL1113	Serotonin transporter inhibitor	4	1980
630.6666666666666667	2	Bacteria	AMOXICILLIN	CHEMBL1082	Bacterial penicillin-binding protein inhibitor	4	1974
251.2000000000000000	9606	Homo sapiens	AMP579	CHEMBL3545163	Adenosine A2a receptor agonist	2	
310.6291666666666667	9606	Homo sapiens	AMPHETAMINE	CHEMBL405	Dopamine transporter releasing agent	4	1955
399.1500000000000000	9606	Homo sapiens	AMPHETAMINE	CHEMBL405	Norepinephrine transporter releasing agent	4	1955
310.6291666666666667	9606	Homo sapiens	AMPHETAMINE ADIPATE	CHEMBL1200387	Dopamine transporter releasing agent	4	1975
399.1500000000000000	9606	Homo sapiens	AMPHETAMINE ADIPATE	CHEMBL1200387	Norepinephrine transporter releasing agent	4	1975
310.6291666666666667	9606	Homo sapiens	AMPHETAMINE ASPARTATE	CHEMBL1200377	Dopamine transporter releasing agent	4	1996
399.1500000000000000	9606	Homo sapiens	AMPHETAMINE ASPARTATE	CHEMBL1200377	Norepinephrine transporter releasing agent	4	1996
310.6291666666666667	9606	Homo sapiens	AMPHETAMINE SULFATE	CHEMBL501	Dopamine transporter releasing agent	4	1960
399.1500000000000000	9606	Homo sapiens	AMPHETAMINE SULFATE	CHEMBL501	Norepinephrine transporter releasing agent	4	1960
630.6666666666666667	2	Bacteria	AMPICILLIN	CHEMBL174	Bacterial penicillin-binding protein inhibitor	4	1965
630.6666666666666667	2	Bacteria	AMPICILLIN SODIUM	CHEMBL1200758	Bacterial penicillin-binding protein inhibitor	4	1971
320.0724137931034483	11676	Human immunodeficiency virus 1	AMPRENAVIR	CHEMBL116	Human immunodeficiency virus type 1 protease inhibitor	4	1999
233.9294117647058824	9606	Homo sapiens	AMUVATINIB	CHEMBL2103851	Platelet-derived growth factor receptor alpha inhibitor	2	
451.2500000000000000	9606	Homo sapiens	AMUVATINIB	CHEMBL2103851	Stem cell growth factor receptor inhibitor	2	
186.4000000000000000	9606	Homo sapiens	AMUVATINIB	CHEMBL2103851	Tyrosine-protein kinase receptor FLT3 inhibitor	2	
290.3000000000000000	9606	Homo sapiens	ANACETRAPIB	CHEMBL1800807	Cholesteryl ester transfer protein inhibitor	3	
462.7500000000000000	9606	Homo sapiens	ANATIBANT	CHEMBL2107725	Bradykinin B2 receptor antagonist	2	
488.5000000000000000	9606	Homo sapiens	ANDECALIXIMAB	CHEMBL3833374	Matrix metalloproteinase 9 inhibitor	3	
484.7666666666666667	9606	Homo sapiens	ANGIOTENSIN II ACETATE	CHEMBL3989932	Type-1 angiotensin II receptor agonist	4	2017
257.3400000000000000	9606	Homo sapiens	ANIFROLUMAB	CHEMBL2364653	Interferon-alpha/beta receptor alpha chain antagonist	3	
918.9500000000000000	9606	Homo sapiens	ANILERIDINE HYDROCHLORIDE	CHEMBL1201047	Kappa opioid receptor agonist	4	1982
918.9500000000000000	9606	Homo sapiens	ANILERIDINE PHOSPHATE	CHEMBL1200543	Kappa opioid receptor agonist	4	1982
461.8000000000000000	9606	Homo sapiens	ANISINDIONE	CHEMBL712	Vitamin K-dependent gamma-carboxylase inhibitor	4	1957
522.2000000000000000	9606	Homo sapiens	ANLOTINIB	CHEMBL3545021	Platelet-derived growth factor receptor beta inhibitor	2	
451.2500000000000000	9606	Homo sapiens	ANLOTINIB	CHEMBL3545021	Stem cell growth factor receptor inhibitor	2	
226.3812500000000000	9606	Homo sapiens	ANLOTINIB	CHEMBL3545021	Vascular endothelial growth factor receptor 2 inhibitor	2	
540.0200000000000000	9606	Homo sapiens	ANLOTINIB	CHEMBL3545021	Vascular endothelial growth factor receptor 3 inhibitor	2	
494.9000000000000000	9606	Homo sapiens	ANTAZOLINE PHOSPHATE	CHEMBL1200550	Histamine H1 receptor antagonist	4	1994
231.3000000000000000	9606	Homo sapiens	ANTIPYRINE	CHEMBL277474	Cyclooxygenase-1 inhibitor	4	
292.6000000000000000	9606	Homo sapiens	ANTI-TAC 90 Y-HAT	CHEMBL2109366	Interleukin-2 receptor alpha chain binding agent	1	
241.4000000000000000	9606	Homo sapiens	ANTITHROMBIN ALFA	CHEMBL1201554	Coagulation factor X inhibitor	4	
219.0314814814814815	9606	Homo sapiens	ANTITHROMBIN ALFA	CHEMBL1201554	Thrombin inhibitor	4	
251.2000000000000000	9606	Homo sapiens	APADENOSON	CHEMBL1950649	Adenosine A2a receptor agonist	3	
226.3812500000000000	9606	Homo sapiens	APATINIB	CHEMBL3545414	Vascular endothelial growth factor receptor 2 inhibitor	3	
241.4000000000000000	9606	Homo sapiens	APIXABAN	CHEMBL231779	Coagulation factor X inhibitor	4	2012
239.3166666666666667	9606	Homo sapiens	APLAVIROC HYDROCHLORIDE	CHEMBL1668019	C-C chemokine receptor type 5 antagonist	3	
463.7500000000000000	9606	Homo sapiens	APLINDORE FUMARATE	CHEMBL2104864	Dopamine D2 receptor partial agonist	2	
275.0000000000000000	9606	Homo sapiens	APOMAB	CHEMBL2109248	Tumor necrosis factor receptor superfamily member 10B agonist	2	
532.9000000000000000	9606	Homo sapiens	APOMORPHINE HYDROCHLORIDE	CHEMBL1616	D2-like dopamine receptor agonist	4	2004
434.4000000000000000	9606	Homo sapiens	APREPITANT	CHEMBL1471	Neurokinin 1 receptor antagonist	4	2003
248.8000000000000000	9606	Homo sapiens	APRICOXIB	CHEMBL1835207	Cyclooxygenase-2 inhibitor	2	
276.6500000000000000	9606	Homo sapiens	AR-12	CHEMBL1650595	3-phosphoinositide dependent protein kinase-1 inhibitor	1	
226.0932203389830508	9606	Homo sapiens	ARBACLOFEN	CHEMBL301742	GABA-B receptor agonist	3	
226.0932203389830508	9606	Homo sapiens	ARBACLOFEN PLACARBIL	CHEMBL2107312	GABA-B receptor agonist	3	
353.4400000000000000	9606	Homo sapiens	ARDEPARIN SODIUM	CHEMBL1201448	Antithrombin-III activator	4	1997
329.4000000000000000	9606	Homo sapiens	ARFORMOTEROL TARTRATE	CHEMBL1951071	Beta-2 adrenergic receptor agonist	4	2006
219.0314814814814815	9606	Homo sapiens	ARGATROBAN	CHEMBL1166	Thrombin inhibitor	4	2000
241.4000000000000000	9606	Homo sapiens	ARGIPRESSIN TANNATE	CHEMBL2108986	Vasopressin receptor agonist	4	
426.7000000000000000	9606	Homo sapiens	ARHALOFENATE	CHEMBL2103824	Peroxisome proliferator-activated receptor gamma modulator	2	
463.7500000000000000	9606	Homo sapiens	ARIPIPRAZOLE	CHEMBL1112	Dopamine D2 receptor partial agonist	4	2002
312.7490196078431373	9606	Homo sapiens	ARIPIPRAZOLE	CHEMBL1112	Serotonin 2a (5-HT2a) receptor antagonist	4	2002
463.7500000000000000	9606	Homo sapiens	ARIPIPRAZOLE LAUROXIL	CHEMBL2219425	Dopamine D2 receptor partial agonist	4	2015
312.7490196078431373	9606	Homo sapiens	ARIPIPRAZOLE LAUROXIL	CHEMBL2219425	Serotonin 2a (5-HT2a) receptor antagonist	4	2015
310.6291666666666667	9606	Homo sapiens	ARMODAFINIL	CHEMBL1201192	Dopamine transporter inhibitor	4	2007
511.6714285714285714	9606	Homo sapiens	ARRY-797	CHEMBL1088750	MAP kinase p38 alpha inhibitor	3	
186.4000000000000000	9606	Homo sapiens	AS-602868	CHEMBL129857	Tyrosine-protein kinase receptor FLT3 inhibitor	1	
245.2464788732394366	9606	Homo sapiens	AS-703988	CHEMBL3545243	Dual specificity mitogen-activated protein kinase kinase 1 inhibitor	1	
597.2000000000000000	9606	Homo sapiens	ASAPIPRANT	CHEMBL3545043	Prostanoid DP receptor antagonist	3	
540.5000000000000000	9606	Homo sapiens	ASCRINVACUMAB	CHEMBL2109295	Serine/threonine-protein kinase receptor R3 inhibitor	2	
286.0500000000000000	9606	Homo sapiens	ASELIZUMAB	CHEMBL2108575	Leukocyte adhesion molecule-1 inhibitor	2	
463.7500000000000000	9606	Homo sapiens	ASENAPINE MALEATE	CHEMBL3544974	Dopamine D2 receptor antagonist	4	2009
312.7490196078431373	9606	Homo sapiens	ASENAPINE MALEATE	CHEMBL3544974	Serotonin 2a (5-HT2a) receptor antagonist	4	2009
207.4871794871794872	9606	Homo sapiens	ASM-024	CHEMBL3707249	Muscarinic acetylcholine receptor M2 antagonist	2	
591.8000000000000000	9606	Homo sapiens	ASOPRISNIL	CHEMBL267431	Progesterone receptor modulator	3	
186.4000000000000000	9606	Homo sapiens	AST-487	CHEMBL574738	Tyrosine-protein kinase receptor FLT3 inhibitor	1	
304.5769230769230769	9606	Homo sapiens	AST-487	CHEMBL574738	Tyrosine-protein kinase receptor RET inhibitor	1	
494.9000000000000000	9606	Homo sapiens	ASTEMIZOLE	CHEMBL296419	Histamine H1 receptor antagonist	4	1988
395.9700000000000000	9606	Homo sapiens	AT-13148	CHEMBL3544960	MAP kinase-activated protein kinase 2 inhibitor	1	
385.7375000000000000	9606	Homo sapiens	AT-13148	CHEMBL3544960	Rho-associated protein kinase inhibitor	1	
186.4000000000000000	9606	Homo sapiens	AT-9283	CHEMBL495727	Tyrosine-protein kinase receptor FLT3 inhibitor	2	
419.8666666666666667	9606	Homo sapiens	ATAGABALIN	CHEMBL593430	Voltage-gated calcium channel modulator	2	
320.0724137931034483	11676	Human immunodeficiency virus 1	ATAZANAVIR SULFATE	CHEMBL1200678	Human immunodeficiency virus type 1 protease inhibitor	4	2003
399.1500000000000000	9606	Homo sapiens	ATOMOXETINE HYDROCHLORIDE	CHEMBL1702	Norepinephrine transporter inhibitor	4	2002
370.3000000000000000	9606	Homo sapiens	ATRACURIUM BESYLATE	CHEMBL1200527	Muscle-type nicotinic acetylcholine receptor antagonist	4	1983
207.4871794871794872	9606	Homo sapiens	ATROPINE	CHEMBL517712	Muscarinic acetylcholine receptor M2 antagonist	4	1960
207.4871794871794872	9606	Homo sapiens	ATROPINE SULFATE	CHEMBL2146146	Muscarinic acetylcholine receptor M2 antagonist	4	1960
426.7000000000000000	9606	Homo sapiens	ATX08-001	CHEMBL3545278	Peroxisome proliferator-activated receptor gamma modulator	2	
211.8000000000000000	9606	Homo sapiens	AV-203	CHEMBL2109401	Receptor tyrosine-protein kinase erbB-3 inhibitor	1	
332.3000000000000000	9606	Homo sapiens	AVACOPAN	CHEMBL3989871	C5a anaphylatoxin chemotactic receptor antagonist	3	
264.3000000000000000	9606	Homo sapiens	AVATROMBOPAG	CHEMBL2103883	Thrombopoietin receptor agonist	3	
1120.7000000000000000	9606	Homo sapiens	AVE0847	CHEMBL3545295	Peroxisome proliferator-activated receptor delta agonist	1	
426.7000000000000000	9606	Homo sapiens	AVE0847	CHEMBL3545295	Peroxisome proliferator-activated receptor gamma agonist	1	
180.1000000000000000	9606	Homo sapiens	AVE8134	CHEMBL3545334	Peroxisome proliferator-activated receptor alpha agonist	2	
240.2500000000000000	9606	Homo sapiens	AVE-9633	CHEMBL2109266	Myeloid cell surface antigen CD33 binding agent	1	
511.6714285714285714	9606	Homo sapiens	AVE-9940	CHEMBL3545117	MAP kinase p38 alpha inhibitor	1	
918.9500000000000000	9606	Homo sapiens	AXOMADOL	CHEMBL3989680	Kappa opioid receptor agonist	2	
308.1000000000000000	9606	Homo sapiens	AZ9773	CHEMBL2109587	TNF-alpha inhibitor	2	
247.0888888888888889	9606	Homo sapiens	AZACITIDINE	CHEMBL1489	DNA (cytosine-5)-methyltransferase 3A inhibitor	4	2004
494.9000000000000000	9606	Homo sapiens	AZATADINE MALEATE	CHEMBL3544908	Histamine H1 receptor antagonist	4	1977
201.9500000000000000	9606	Homo sapiens	AZATHIOPRINE	CHEMBL1542	Amidophosphoribosyltransferase inhibitor	4	1968
201.9500000000000000	9606	Homo sapiens	AZATHIOPRINE SODIUM	CHEMBL1200400	Amidophosphoribosyltransferase inhibitor	4	1974
229.8265625000000000	9606	Homo sapiens	AZD-0424	CHEMBL3545177	Tyrosine-protein kinase SRC inhibitor	1	
236.6800000000000000	9606	Homo sapiens	AZD1305	CHEMBL3545169	Sodium channel protein type V alpha subunit blocker	2	
479.5666666666666667	9606	Homo sapiens	AZD1446	CHEMBL2179529	Neuronal acetylcholine receptor; alpha4/beta2 agonist	2	
638.5000000000000000	9606	Homo sapiens	AZD-1775	CHEMBL1976040	Serine/threonine-protein kinase WEE1 inhibitor	2	
504.6000000000000000	9606	Homo sapiens	AZD2066	CHEMBL3545164	Metabotropic glutamate receptor 5 modulator	2	
504.6000000000000000	9606	Homo sapiens	AZD2516	CHEMBL3545346	Metabotropic glutamate receptor 5 negative allosteric modulator	2	
329.4000000000000000	9606	Homo sapiens	AZD3199	CHEMBL3545103	Beta-2 adrenergic receptor agonist	2	
673.9400000000000000	9606	Homo sapiens	AZD-4769	CHEMBL422872	Epidermal growth factor receptor erbB1 inhibitor	1	
239.3166666666666667	9606	Homo sapiens	AZD5672	CHEMBL1951914	C-C chemokine receptor type 5 antagonist	2	
511.6714285714285714	9606	Homo sapiens	AZD-6703	CHEMBL2031465	MAP kinase p38 alpha inhibitor	1	
236.6800000000000000	9606	Homo sapiens	AZD7009	CHEMBL3545040	Sodium channel protein type V alpha subunit blocker	2	
328.0750000000000000	9606	Homo sapiens	AZD-7451	CHEMBL3545179	Neurotrophic tyrosine kinase receptor type 2 inhibitor	1	
215.2428571428571429	9606	Homo sapiens	AZD-7451	CHEMBL3545179	NT-3 growth factor receptor inhibitor	1	
511.6714285714285714	9606	Homo sapiens	AZD-7624	CHEMBL9960	MAP kinase p38 alpha inhibitor	2	
509.7000000000000000	9606	Homo sapiens	AZD-8186	CHEMBL3545424	PI3-kinase p110-delta subunit inhibitor	1	
245.2464788732394366	9606	Homo sapiens	AZD-8330	CHEMBL3182621	Dual specificity mitogen-activated protein kinase kinase 1 inhibitor	1	
763.8000000000000000	9606	Homo sapiens	AZD9056	CHEMBL3545108	P2X purinoceptor 7 antagonist	2	
494.9000000000000000	9606	Homo sapiens	AZELASTINE HYDROCHLORIDE	CHEMBL1200809	Histamine H1 receptor antagonist	4	1996
484.7666666666666667	9606	Homo sapiens	AZILSARTAN	CHEMBL57242	Type-1 angiotensin II receptor antagonist	3	
484.7666666666666667	9606	Homo sapiens	AZILSARTAN KAMEDOXOMIL	CHEMBL2103795	Type-1 angiotensin II receptor antagonist	4	2011
246.2701149425287356	2	Bacteria	AZITHROMYCIN	CHEMBL529	Bacterial 70S ribosome inhibitor	4	1991
229.8265625000000000	9606	Homo sapiens	AZM-475271	CHEMBL3545150	Tyrosine-protein kinase SRC inhibitor	2	
630.6666666666666667	2	Bacteria	AZTREONAM	CHEMBL158	Bacterial penicillin-binding protein inhibitor	4	1986
630.6666666666666667	2	Bacteria	BACAMPICILLIN HYDROCHLORIDE	CHEMBL1200965	Bacterial penicillin-binding protein inhibitor	4	1980
226.0932203389830508	9606	Homo sapiens	BACLOFEN	CHEMBL701	GABA-B receptor agonist	4	1977
426.7000000000000000	9606	Homo sapiens	BALAGLITAZONE	CHEMBL2103991	Peroxisome proliferator-activated receptor gamma partial agonist	3	
245.2464788732394366	9606	Homo sapiens	BALAMAPIMOD	CHEMBL2104954	Dual specificity mitogen-activated protein kinase kinase 1 inhibitor	1	
426.7000000000000000	9606	Homo sapiens	BALSALAZIDE DISODIUM	CHEMBL1200760	Peroxisome proliferator-activated receptor gamma agonist	4	2000
